x_index        y_index        z_index      Dose (Gy)
0              0              0    7.07932e-05
1              0              0    7.23511e-05
2              0              0    7.27582e-05
3              0              0    7.32216e-05
4              0              0    7.36045e-05
5              0              0    7.39917e-05
6              0              0     7.4485e-05
7              0              0    7.49583e-05
8              0              0    7.54132e-05
9              0              0    7.59086e-05
10              0              0    7.64426e-05
11              0              0    7.69941e-05
12              0              0    7.75006e-05
13              0              0    7.80935e-05
14              0              0    7.87384e-05
15              0              0    7.93768e-05
16              0              0     8.0047e-05
17              0              0    8.07013e-05
18              0              0    8.14457e-05
19              0              0    8.21818e-05
20              0              0     8.2965e-05
21              0              0    8.37359e-05
22              0              0    8.46154e-05
23              0              0     8.5564e-05
24              0              0    8.65301e-05
25              0              0    8.75532e-05
26              0              0    8.86628e-05
27              0              0    8.98424e-05
28              0              0    9.11259e-05
29              0              0    9.24846e-05
30              0              0    9.38974e-05
31              0              0    9.54653e-05
32              0              0    9.72135e-05
33              0              0    9.90385e-05
34              0              0    0.000101097
35              0              0    0.000103318
36              0              0    0.000105775
37              0              0    0.000108417
38              0              0    0.000111416
39              0              0    0.000114696
40              0              0    0.000118317
41              0              0    0.000122511
42              0              0    0.000127297
43              0              0    0.000132743
44              0              0    0.000139129
45              0              0    0.000146931
46              0              0    0.000156401
47              0              0    0.000167804
48              0              0    0.000183221
49              0              0    0.000204843
50              0              0    0.000237729
51              0              0     0.00031659
52              0              0    0.000321948
53              0              0    2.50504e-05
54              0              0    2.14579e-05
55              0              0    1.89736e-05
56              0              0    1.66652e-05
57              0              0    1.47986e-05
58              0              0    1.31144e-05
59              0              0    1.18603e-05
60              0              0    1.06578e-05
61              0              0    9.64191e-06
62              0              0    8.82818e-06
63              0              0      8.276e-06
64              0              0    7.61476e-06
65              0              0    7.11231e-06
66              0              0    6.68426e-06
67              0              0    6.21389e-06
68              0              0    5.86243e-06
69              0              0    5.63548e-06
70              0              0    5.27181e-06
71              0              0    5.03093e-06
72              0              0     4.7632e-06
73              0              0    4.41027e-06
74              0              0    4.20795e-06
75              0              0    4.00735e-06
76              0              0    3.79241e-06
77              0              0    3.66884e-06
78              0              0     3.5016e-06
79              0              0    3.35388e-06
80              0              0    3.18504e-06
81              0              0    3.04814e-06
82              0              0    2.96254e-06
83              0              0    2.87283e-06
84              0              0    2.75319e-06
85              0              0    2.66636e-06
86              0              0    2.61747e-06
87              0              0    2.51662e-06
88              0              0    2.46867e-06
89              0              0    2.40776e-06
90              0              0    2.35978e-06
91              0              0    2.28716e-06
92              0              0     2.2129e-06
93              0              0    2.17359e-06
94              0              0    2.14852e-06
95              0              0    2.09633e-06
96              0              0    2.04887e-06
97              0              0    2.00588e-06
98              0              0    1.96661e-06
99              0              0    1.95757e-06
100              0              0    1.89751e-06
101              0              0    1.88517e-06
102              0              0    1.86795e-06
103              0              0    1.82241e-06
104              0              0     1.7963e-06
105              0              0    1.75737e-06
106              0              0    1.75321e-06
107              0              0    1.72597e-06
108              0              0    1.70052e-06
109              0              0    1.67578e-06
110              0              0    1.66022e-06
111              0              0    1.64031e-06
112              0              0     1.6257e-06
113              0              0    1.58497e-06
114              0              0    1.56358e-06
115              0              0    1.54017e-06
116              0              0    1.52028e-06
117              0              0    1.49976e-06
118              0              0    1.48044e-06
119              0              0    1.45003e-06
120              0              0    1.42249e-06
121              0              0    1.42468e-06
122              0              0    1.40445e-06
123              0              0    1.39562e-06
124              0              0    1.38126e-06
125              0              0    1.35278e-06
126              0              0    1.34004e-06
127              0              0    1.32039e-06
128              0              0     1.3032e-06
129              0              0      1.291e-06
130              0              0     1.2787e-06
131              0              0    1.26248e-06
132              0              0    1.23071e-06
133              0              0    1.20982e-06
134              0              0    1.20622e-06
135              0              0    1.19051e-06
136              0              0    1.16674e-06
137              0              0    1.16151e-06
138              0              0    1.14349e-06
139              0              0    1.12939e-06
140              0              0    1.10778e-06
141              0              0     1.1046e-06
142              0              0    1.08718e-06
143              0              0    1.06924e-06
144              0              0    1.05498e-06
145              0              0     1.0462e-06
146              0              0    1.03528e-06
147              0              0     1.0277e-06
148              0              0    1.01677e-06
149              0              0    9.92777e-07
150              0              0    9.82728e-07
151              0              0    9.65195e-07
152              0              0     9.5316e-07
153              0              0    9.35043e-07
154              0              0    9.28696e-07
155              0              0    9.13567e-07
156              0              0    9.11248e-07
157              0              0    8.87521e-07
158              0              0    8.76967e-07
159              0              0    8.65282e-07
160              0              0    8.52916e-07
161              0              0    8.48744e-07
162              0              0    8.38768e-07
163              0              0    8.25764e-07
164              0              0    8.04889e-07
165              0              0    7.87026e-07
166              0              0    7.79625e-07
167              0              0    7.78133e-07
168              0              0    7.67769e-07
169              0              0    7.54254e-07
170              0              0    7.46613e-07
171              0              0    7.39708e-07
172              0              0    7.31658e-07
173              0              0    7.20716e-07
174              0              0    7.17299e-07
175              0              0    7.07824e-07
176              0              0    6.99329e-07
177              0              0    6.93218e-07
178              0              0    6.86033e-07
179              0              0    6.58839e-07
180              0              0    6.43593e-07
181              0              0    6.39005e-07
182              0              0    6.34741e-07
183              0              0    6.19513e-07
184              0              0    6.02948e-07
185              0              0    5.94072e-07
186              0              0     5.9125e-07
187              0              0    5.80222e-07
188              0              0    5.75695e-07
189              0              0    5.80755e-07
190              0              0    5.72686e-07
191              0              0    5.53817e-07
192              0              0    5.48612e-07
193              0              0    5.45029e-07
194              0              0     5.4128e-07
195              0              0    5.22212e-07
196              0              0    5.12359e-07
197              0              0    5.08135e-07
198              0              0    5.05394e-07
199              0              0    4.94249e-07
200              0              0    4.87751e-07
201              0              0    4.73748e-07
202              0              0    4.61723e-07
203              0              0    4.60532e-07
204              0              0    4.57753e-07
205              0              0    4.49548e-07
